smdp_address,issuer,key_id
esimapple.crm.189.cn,148030fc246c02ff222106125a8d6bda990afbe9,bd81eef99b773384c80c62d4e9e4bf60b764d9b7
esimapple.crm.189.cn,16b5d16048e3ea02bd4b606e5f77a4bf20808d83,8e6ec6d7c92eb607dbcfa99d2803a591ffce8d2f
esimapple.crm.189.cn,3bd3f57b34f44436e08f028b5101c0e0a9b0986e,c372be814efbe18c3aff56e33766b33d507333ee
esimapple.crm.189.cn,4eb94ea05b451a729cc5272ddf66f481701a05c9,ef8f2dca3ef30babe87bbdb06dfe9442033f6fe6
esimapple.crm.189.cn,cdf6d1c0a7b07f98a861b6e378b82f648d99663e,25412333ff769d1a33889576519b6e4cf2702a30
esimapple.crm.189.cn,d3ef83fc503f9c6ec4b7f6ae055b7f1373d4ab1e,ab1f657e6a86df81d95ff70e075041e1b0d32ce8
www.esimtest.chinattl.cn,148030fc246c02ff222106125a8d6bda990afbe9,12da1eafa40ddbc830bfa7254405f9f9bbc878b0
www.esimtest.chinattl.cn,16b5d16048e3ea02bd4b606e5f77a4bf20808d83,c70d1771f012c3c155716a6d2943de720386cdea
www.esimtest.chinattl.cn,665a1433d67c1a2c5db8b52c967f10a057ba5cb2,54281f7e938f9c397421376eec8fc336c9709ccf
www.esimtest.chinattl.cn,f54172bdf98a95d65cbeb88a38a1c11d800a85c3,bd5a82cc1a96602118ba7560a1ff83a78b210be5
rsp.esim.whty.com.cn,81370f5125d0b1d408d4c3b232e6d25e795bebfb,b10065ff9aa76cb4f23d6d8834fc0437f2a56daa
esim.wo.com.cn,148030fc246c02ff222106125a8d6bda990afbe9,fc2dac32e332b3d251fddbecd4b85b5cc092921b
esim.wo.com.cn,16b5d16048e3ea02bd4b606e5f77a4bf20808d83,447c2377de496d790b0d1ea8cb2342bbe7a5346f
esim.wo.com.cn,3bd3f57b34f44436e08f028b5101c0e0a9b0986e,c372be814efbe18c3aff56e33766b33d507333ee
esim.wo.com.cn,cdf6d1c0a7b07f98a861b6e378b82f648d99663e,83c65633aa261643fbbf6461fb0950964d0d17f9
esim.wo.com.cn,d3ef83fc503f9c6ec4b7f6ae055b7f1373d4ab1e,fe633d1652d739e26c6dc6f7f7e8a9e33a2c585c
rsp.simhub.cn,81370f5125d0b1d408d4c3b232e6d25e795bebfb,1f720da11ce2069b97730575a0da675c6795b7a2
rsp.esim.wo.cn,148030fc246c02ff222106125a8d6bda990afbe9,9168a18ff24303c1cc3990c7a901d7ee47e83d4c
rsp.esim.wo.cn,16b5d16048e3ea02bd4b606e5f77a4bf20808d83,c755ba6ac6cb088dfd2286b63235f68bcd667a28
rsp.esim.wo.cn,7c0e5470143ea8998ed9df300574c92e5a9acb1f,64ea8b33928f858c4a04a1b408ffdc10467302b8
rsp.esim.wo.cn,cdf6d1c0a7b07f98a861b6e378b82f648d99663e,657a260354eb338a88b3df68286003ac62e3c115
rsp.esim.wo.cn,d3ef83fc503f9c6ec4b7f6ae055b7f1373d4ab1e,f19bb19f82540a7ce030984273fd4e062a25dfc2
rsp.esim.wo.cn,f54172bdf98a95d65cbeb88a38a1c11d800a85c3,bd5a82cc1a96602118ba7560a1ff83a78b210be5
beeline-con.rsp.a1-systems.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,3150cf6a4eeb8c0148245f95a436fca47c22e507
sbermobile-con.rsp.a1-systems.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,3150cf6a4eeb8c0148245f95a436fca47c22e507
tinkoff-con.rsp.a1-systems.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,3150cf6a4eeb8c0148245f95a436fca47c22e507
rsp.billionconnect.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,56c806e3a3439c467e290c43dbfec2f60ab87eed
dp-plus.china-xinghan.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,0c3b8e077ab481a25849a8336c6c9acc49af3bdc
esim.yhdzd.chinamobile.com:8001,148030fc246c02ff222106125a8d6bda990afbe9,0f930d6202099d9d4a7a88e5726234b3c332fdc0
esim.yhdzd.chinamobile.com:8001,16b5d16048e3ea02bd4b606e5f77a4bf20808d83,a87783b5351c1dd1b4c54b3ae995bd653eac3ea7
esim.yhdzd.chinamobile.com:8001,cdf6d1c0a7b07f98a861b6e378b82f648d99663e,980724a4b57fb426486e84b644e31a487e547f96
esim.yhdzd.chinamobile.com:8001,d3ef83fc503f9c6ec4b7f6ae055b7f1373d4ab1e,6d69dd23e3b50aab4d14e047919b2b15c83a8dff
rsp1.cmlink.com,16704b7f351e3607f18c4b70005c3a003dfd414a,902a293455fd6c667846c961b1d0ceeafe7802b0
rsp1.cmlink.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,31f7a5057f6f57d5562bc63acf2c66beb1fafea7
rsp1.cmlink.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,56c806e3a3439c467e290c43dbfec2f60ab87eed
ais.eastcompeace.com,16704b7f351e3607f18c4b70005c3a003dfd414a,902a293455fd6c667846c961b1d0ceeafe7802b0
ais.eastcompeace.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,31f7a5057f6f57d5562bc63acf2c66beb1fafea7
ais.eastcompeace.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,56c806e3a3439c467e290c43dbfec2f60ab87eed
ecprsp.eastcompeace.com,16704b7f351e3607f18c4b70005c3a003dfd414a,902a293455fd6c667846c961b1d0ceeafe7802b0
ecprsp.eastcompeace.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,31f7a5057f6f57d5562bc63acf2c66beb1fafea7
ecprsp.eastcompeace.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,56c806e3a3439c467e290c43dbfec2f60ab87eed
mercury.eastcompeace.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,56c806e3a3439c467e290c43dbfec2f60ab87eed
secsmsminiapp.eastcompeace.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,38305f26861abd6e1630ad7d2ce25afe0ed3cfe0
secsmsminiapp.eastcompeace.com,f54172bdf98a95d65cbeb88a38a1c11d800a85c3,bd5a82cc1a96602118ba7560a1ff83a78b210be5
sm-91443.esim-vsm.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,09dc02bd717d7ef8ac77953957c87c2eaeeb03c8
lpa.live.esimdiscovery.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,d512a4979b3082caf9a3e6ec816392f6ce85a36d
bt.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
bt.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
ee.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
ee.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
google-fi.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,8808cc9e53cc16ba5f72bf5c11d747b7f72af7ee
google-fi.pr.go-esim.com,b60f0b897fd630b88cfed6161f8ea808c5382ac3,44117bbdf33d046e3dcd66d2b26f2979d8cee1a5
sm-v4-004-a-gtm.pr.go-esim.com,137bd996cb67f5aab8edbd9850d651aacb952f0f,96524c9753247ea80a1f987445f54c7a4723d719
sm-v4-004-a-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-004-a-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
sm-v4-007-a-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,8808cc9e53cc16ba5f72bf5c11d747b7f72af7ee
sm-v4-007-a-gtm.pr.go-esim.com,b60f0b897fd630b88cfed6161f8ea808c5382ac3,44117bbdf33d046e3dcd66d2b26f2979d8cee1a5
sm-v4-012-a-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-012-a-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
sm-v4-019-a-atl2.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,b8ab1721acafe8a545ae47c00c4f2fe8b1976eed
sm-v4-019-a-atl2.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,8808cc9e53cc16ba5f72bf5c11d747b7f72af7ee
sm-v4-028-qaa-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-028-qaa-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
sm-v4-033-a-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-033-a-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
sm-v4-068-nia-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-068-nia-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
sm-v4-072-g-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,b8ab1721acafe8a545ae47c00c4f2fe8b1976eed
sm-v4-072-g-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,8808cc9e53cc16ba5f72bf5c11d747b7f72af7ee
sm-v4-072-m-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,b8ab1721acafe8a545ae47c00c4f2fe8b1976eed
sm-v4-072-m-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,8808cc9e53cc16ba5f72bf5c11d747b7f72af7ee
sm-v4-077-a-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-077-a-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
sm-v4-079-a-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-079-a-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
sm-v4-098-a-gtm.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
sm-v4-098-a-gtm.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
tc.pr.go-esim.com,16704b7f351e3607f18c4b70005c3a003dfd414a,5402d23769e32de440d145bdffcad73690f9f28e
tc.pr.go-esim.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,300933e819938d83d0701c78d18d6303d9c05d20
lpa.ds.gsma.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,a9ddca9d22b06abfdc91a7677285dce172d8006f
testsmdpplus.infineon.com,c0bc70ba36929d43b467ff57570530e57ab8fcd8,d70efd057bac1f7c55ea5d8c26be160292845baf
testsmdpplus.infineon.com,f54172bdf98a95d65cbeb88a38a1c11d800a85c3,959ef7e650c1be216a391974276d26b8a9356171
itelvnm.rsp.instant-connectivity.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,fd4e434b2853c2fc433080c6eb7544bdecf55158
nepaltelecomnpl.rsp.instant-connectivity.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,fd4e434b2853c2fc433080c6eb7544bdecf55158
speednetblz.rsp.instant-connectivity.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,fd4e434b2853c2fc433080c6eb7544bdecf55158
telkomsel-idn.rsp.instant-connectivity.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,fd4e434b2853c2fc433080c6eb7544bdecf55158
smdprd.jio.com,16704b7f351e3607f18c4b70005c3a003dfd414a,a1a812c8b4529471beb5fcaa628d561cb270abd6
smdprd.jio.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,1c3c4988d895bd5abc5f4ee3f49f0c48fa6cac1d
smdp-plus-0.eu.cd.rsp.kigen.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,9fc6b9f22e31b17fbded93d5a1fe9d41606964e9
smdp-plus-0.eu.cd.rsp.kigen.com,c0bc70ba36929d43b467ff57570530e57ab8fcd8,79a4bd4d78ff4734bc6045cf9196244a1fb84beb
smdp-plus-1.eu.cd.rsp.kigen.com,81370f5125d0b1d408d4c3b232e6d25e795bebfb,18f8372205a85a4093ca9cd5d6f82e458ae462c5
